Sample,COSMIC_ID,Tissue identifier 1,Tissue identifier 2,Cancer Type,Alteration Type,Region identifier
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,"cnaCOREAD42 (B2M,BUB1B,MGA,TP53BP1)"
COLO-678,910689,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD53 (ARFGAP3)
COLO-679,906818,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
COLO-679,906818,skin,melanoma,SKCM,Deletion,cnaSKCM18
COLO-679,906818,skin,melanoma,SKCM,Deletion,cnaSKCM19
COLO-679,906818,skin,melanoma,SKCM,Deletion,cnaSKCM30
COLO-680N,906817,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA5 (PAX5)
COLO-680N,906817,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
COLO-783,1240125,skin,melanoma,SKCM,Deletion,cnaSKCM3
COLO-792,906814,skin,melanoma,SKCM,Deletion,cnaSKCM2
COLO-792,906814,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
COLO-792,906814,skin,melanoma,SKCM,Amplification,cnaSKCM7
COLO-792,906814,skin,melanoma,SKCM,Amplification,cnaSKCM8
COLO-800,906813,skin,melanoma,SKCM,Deletion,cnaSKCM3
COLO-824,906812,breast,breast,BRCA,Deletion,cnaBRCA18
COLO-824,906812,breast,breast,BRCA,Amplification,cnaBRCA19
COLO-824,906812,breast,breast,BRCA,Deletion,cnaBRCA20
COLO-824,906812,breast,breast,BRCA,Deletion,"cnaBRCA25 (ARID1B,MAP3K4,MLLT4)"
COLO-824,906812,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
COLO-824,906812,breast,breast,BRCA,Deletion,cnaBRCA33
COLO-824,906812,breast,breast,BRCA,Deletion,cnaBRCA34
COLO-829,687448,skin,melanoma,SKCM,Deletion,cnaSKCM3
COLO-829,687448,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD2 (PAX5)
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD14
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD15
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD20
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD31
COR-L105,906805,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
CP50-MEL-B,753545,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
CP66-MEL,753546,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
CP66-MEL,753546,skin,melanoma,SKCM,Deletion,cnaSKCM9
CP66-MEL,753546,skin,melanoma,SKCM,Deletion,cnaSKCM27 (CASP1)
CP66-MEL,753546,skin,melanoma,SKCM,Deletion,cnaSKCM28
CP67-MEL,949092,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
CP67-MEL,949092,skin,melanoma,SKCM,Deletion,cnaSKCM22
CP67-MEL,949092,skin,melanoma,SKCM,Deletion,cnaSKCM23
CP67-MEL,949092,skin,melanoma,SKCM,Deletion,cnaSKCM24
CP67-MEL,949092,skin,melanoma,SKCM,Deletion,cnaSKCM25
CTB-1,949088,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
CW-2,910554,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD49
CW-2,910554,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
D-245MG,946366,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
D-245MG,946366,nervous_system,glioma,GBM,Amplification,cnaGBM49
D-245MG,946366,nervous_system,glioma,GBM,Amplification,cnaGBM63
D-245MG,946366,nervous_system,glioma,GBM,Deletion,"cnaGBM68 (CDKN2C,FAF1)"
D-245MG,946366,nervous_system,glioma,GBM,Deletion,cnaGBM101
D-245MG,946366,nervous_system,glioma,GBM,Amplification,cnaGBM122
D-245MG,946366,nervous_system,glioma,GBM,Amplification,cnaGBM124
D-245MG,946366,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
D-247MG,946367,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
D-247MG,946367,nervous_system,glioma,GBM,Amplification,cnaGBM122
D-247MG,946367,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
D-247MG,946367,nervous_system,glioma,GBM,Amplification,cnaGBM124
D-247MG,946367,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
D-263MG,946368,nervous_system,glioma,GBM,Deletion,cnaGBM1
D-263MG,946368,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
D-336MG,946369,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
D-336MG,946369,nervous_system,glioma,LGG,Amplification,cnaLGG11 (KRAS)
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM37
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM43
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM44
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM45
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM46
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM47
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM48
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM64
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM97
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM98
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM99 (ANK3)
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM100
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM101
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM102
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM103
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM104
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM105
D-392MG,946370,nervous_system,glioma,GBM,Deletion,cnaGBM106
D-423MG,946372,nervous_system,glioma,GBM,Amplification,cnaGBM25 (CDK4)
D-423MG,946372,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
D-423MG,946372,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
D-502MG,946373,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
D-502MG,946373,nervous_system,glioma,LGG,Deletion,cnaLGG7 (RPL22)
D-542MG,753549,nervous_system,glioma,GBM,Amplification,cnaGBM62
D-542MG,753549,nervous_system,glioma,GBM,Amplification,cnaGBM71 (SOX2)
D-542MG,753549,nervous_system,glioma,GBM,Amplification,cnaGBM122
D-542MG,753549,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
D-542MG,753549,nervous_system,glioma,GBM,Amplification,cnaGBM124
D-542MG,753549,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
D-566MG,946377,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
D-566MG,946377,nervous_system,glioma,GBM,Amplification,cnaGBM80 (MYC)
D-566MG,946377,nervous_system,glioma,GBM,Amplification,cnaGBM122
D-566MG,946377,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
D-566MG,946377,nervous_system,glioma,GBM,Amplification,cnaGBM125 (AKAP9)
DAN-G,1290797,pancreas,pancreas,PAAD,Amplification,cnaPAAD2 (KRAS)
DAN-G,1290797,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
DBTRG-05MG,906835,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
DBTRG-05MG,906835,nervous_system,glioma,GBM,Amplification,cnaGBM25 (CDK4)
DBTRG-05MG,906835,nervous_system,glioma,GBM,Deletion,cnaGBM47
DBTRG-05MG,906835,nervous_system,glioma,GBM,Amplification,"cnaGBM61 (MDM4,PIK3C2B,ZC3H11A)"
DBTRG-05MG,906835,nervous_system,glioma,GBM,Amplification,cnaGBM71 (SOX2)
Detroit562,906837,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC1 (ACTB,CARD11,PMS2,RAC1)"
Detroit562,906837,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
Detroit562,906837,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD1
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD24
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD31
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD32 (STK4)
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD33
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Amplification,"cnaCOREAD35 (FLT3,WASF3)"
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD61
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD62
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD63 (APC)
DIFI,1789883,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD65
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM1
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM21
DK-MG,906839,nervous_system,glioma,GBM,Amplification,"cnaGBM26 (MDM2,NUP107)"
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM45
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM46
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM47
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM48
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM93
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM94
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM95
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM97
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM98
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM99 (ANK3)
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM100
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM101
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM102
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM103
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM104
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM105
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM106
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM110
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM111
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM112
DK-MG,906839,nervous_system,glioma,GBM,Amplification,cnaGBM123 (EGFR)
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM132
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM133
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM134
DK-MG,906839,nervous_system,glioma,GBM,Deletion,cnaGBM135
DOHH-2,906842,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
DOK,910936,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC1 (ACTB,CARD11,PMS2,RAC1)"
DOK,910936,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
DOK,910936,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC9 (FANCG)
DOK,910936,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC14 (ASXL1)
DOK,910936,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV24
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV57 (ZNRF3)
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV58
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV59
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV61
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV62
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV63
DOV13,1479987,urogenital_system,ovary,OV,Deletion,"cnaOV64 (ARID1B,MAP3K4,MLLT4)"
DOV13,1479987,urogenital_system,ovary,OV,Deletion,cnaOV89
DU-145,905935,urogenital_system,prostate,PRAD,Deletion,cnaPRAD7
DU-4475,906844,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
DU-4475,906844,breast,breast,BRCA,Deletion,cnaBRCA33
DU-4475,906844,breast,breast,BRCA,Amplification,cnaBRCA62
DU-4475,906844,breast,breast,BRCA,Amplification,cnaBRCA63
DU-4475,906844,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC4
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC14 (CCT5,TERT,TRIO)"
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC17 (FAT1,IRF2)"
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC22 (SMARCA4)
EBC-1,753554,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC41 (AKAP9)
EC-GI-10,753555,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
EC-GI-10,753555,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA11 (CCND1,CTTN)"
EC-GI-10,753555,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA14
EFM-19,906851,breast,breast,BRCA,Amplification,"cnaBRCA5 (GATA3,KLF6,LARP4B,VIM)"
EFM-19,906851,breast,breast,BRCA,Deletion,cnaBRCA17
EFM-19,906851,breast,breast,BRCA,Deletion,cnaBRCA18
EFM-19,906851,breast,breast,BRCA,Amplification,cnaBRCA19
EFM-19,906851,breast,breast,BRCA,Deletion,cnaBRCA29 (MAP2K4)
EFM-19,906851,breast,breast,BRCA,Amplification,cnaBRCA31
EFM-192A,1290798,breast,breast,BRCA,Amplification,cnaBRCA9 (KRAS)
EFM-192A,1290798,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
EFM-192A,1290798,breast,breast,BRCA,Amplification,cnaBRCA15
EFM-192A,1290798,breast,breast,BRCA,Amplification,cnaBRCA16
EFM-192A,1290798,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
EFM-192A,1290798,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
EFM-192A,1290798,breast,breast,BRCA,Amplification,cnaBRCA31
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV16
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV17
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV39
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV43 (NF1)
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV52
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV53
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV54
EFO-21,911905,urogenital_system,ovary,OV,Deletion,"cnaOV64 (ARID1B,MAP3K4,MLLT4)"
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV81 (RB1)
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV85
EFO-21,911905,urogenital_system,ovary,OV,Amplification,cnaOV94
EFO-21,911905,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
EFO-21,911905,urogenital_system,ovary,OV,Amplification,cnaOV96
EFO-21,911905,urogenital_system,ovary,OV,Deletion,cnaOV102
EKVX,905970,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD30 (CCND1)
EKVX,905970,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
EMC-BAC-1,1503369,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
EMC-BAC-1,1503369,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD6 (SMARCA4)
EMC-BAC-1,1503369,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD15
EMC-BAC-1,1503369,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
EMC-BAC-2,1503370,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
EMC-BAC-2,1503370,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD14
EMC-BAC-2,1503370,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
EPLC-272H,753556,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC3
EPLC-272H,753556,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC4
EPLC-272H,753556,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,"cnaLUSC11 (GNAQ,NTRK2,PCSK5,TJP2)"
EPLC-272H,753556,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC41 (AKAP9)
EPLC-272H,753556,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC54
ESO26,1503366,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA1
ESO26,1503366,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA5 (PAX5)
ESO26,1503366,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA7 (ERBB2)
ESO26,1503366,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA12
ESO51,1503367,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA1
ESO51,1503367,aero_dig_tract,oesophagus,ESCA,Amplification,"cnaESCA4 (FGFR1,WHSC1L1)"
ESO51,1503367,aero_dig_tract,oesophagus,ESCA,Amplification,cnaESCA10
ESO51,1503367,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA12
EVSA-T,906862,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
EVSA-T,906862,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
EVSA-T,906862,breast,breast,BRCA,Amplification,cnaBRCA15
EVSA-T,906862,breast,breast,BRCA,Deletion,cnaBRCA18
EVSA-T,906862,breast,breast,BRCA,Amplification,cnaBRCA31
EVSA-T,906862,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
FADU,906863,aero_dig_tract,head and neck,HNSC,Amplification,cnaHNSC2 (EGFR)
FADU,906863,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC6
FADU,906863,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC15 (NR2F2,PCSK6)"
FADU,906863,aero_dig_tract,head and neck,HNSC,Amplification,"cnaHNSC17 (CCND1,CTTN)"
FADU,906863,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC20
FADU,906863,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC26
FADU,906863,aero_dig_tract,head and neck,HNSC,Deletion,cnaHNSC32 (FAT1)
Farage,1297449,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC1 (CIITA)
Farage,1297449,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
FLO-1,1503361,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA1
FLO-1,1503361,aero_dig_tract,oesophagus,ESCA,Deletion,cnaESCA12
FU-OV-1,1240129,urogenital_system,ovary,OV,Amplification,cnaOV18 (CCNE1)
FU-OV-1,1240129,urogenital_system,ovary,OV,Amplification,cnaOV19
FU-OV-1,1240129,urogenital_system,ovary,OV,Deletion,cnaOV31 (CREBBP)
FU-OV-1,1240129,urogenital_system,ovary,OV,Deletion,cnaOV43 (NF1)
FU-OV-1,1240129,urogenital_system,ovary,OV,Amplification,cnaOV51 (MYC)
FU-OV-1,1240129,urogenital_system,ovary,OV,Amplification,cnaOV95 (MECOM)
FU97,1290806,digestive_system,stomach,STAD,Deletion,cnaSTAD11
FU97,1290806,digestive_system,stomach,STAD,Deletion,cnaSTAD14
FU97,1290806,digestive_system,stomach,STAD,Deletion,cnaSTAD27 (MAP2K4)
FU97,1290806,digestive_system,stomach,STAD,Deletion,cnaSTAD30
G-361,906865,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
G-MEL,1240130,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
GAK,910932,skin,melanoma,SKCM,Amplification,cnaSKCM12 (KRAS)
GAK,910932,skin,melanoma,SKCM,Deletion,cnaSKCM27 (CASP1)
GAMG,906868,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
GB-1,687568,nervous_system,glioma,GBM,Deletion,cnaGBM2 (CDKN2A)
GB-1,687568,nervous_system,glioma,GBM,Amplification,cnaGBM25 (CDK4)
GB-1,687568,nervous_system,glioma,GBM,Amplification,cnaGBM122
GCIY,906869,digestive_system,stomach,STAD,Deletion,cnaSTAD3
GCIY,906869,digestive_system,stomach,STAD,Deletion,cnaSTAD13
GCIY,906869,digestive_system,stomach,STAD,Amplification,cnaSTAD26 (MYC)
GCIY,906869,digestive_system,stomach,STAD,Deletion,cnaSTAD30
GCIY,906869,digestive_system,stomach,STAD,Amplification,cnaSTAD31
GCIY,906869,digestive_system,stomach,STAD,Deletion,cnaSTAD41
GDM-1,906870,leukemia,acute_myeloid_leukaemia,LAML,Deletion,cnaLAML8
GI-1,906871,nervous_system,glioma,LGG,Amplification,cnaLGG4
GI-1,906871,nervous_system,glioma,LGG,Amplification,cnaLGG5
GI-1,906871,nervous_system,glioma,LGG,Amplification,"cnaLGG6 (MDM4,PIK3C2B,ZC3H11A)"
GI-1,906871,nervous_system,glioma,LGG,Amplification,"cnaLGG13 (FGFR1,WHSC1L1)"
GI-1,906871,nervous_system,glioma,LGG,Amplification,cnaLGG16 (EGFR)
GMS-10,906873,nervous_system,glioma,GBM,Deletion,"cnaGBM4 (GNAQ,PCSK5,TJP2)"
GMS-10,906873,nervous_system,glioma,GBM,Deletion,cnaGBM56 (NF1)
GMS-10,906873,nervous_system,glioma,GBM,Deletion,cnaGBM101
GP5d,907291,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD11
GP5d,907291,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD18
GP5d,907291,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD19
GP5d,907291,large_intestine,large_intestine,COAD/READ,Deletion,cnaCOREAD63 (APC)
GRANTA-519,1303897,lymphoma,B_cell_lymphoma,DLBC,Deletion,cnaDLBC4 (CDKN2A)
GT3TKB,907041,digestive_system,stomach,STAD,Deletion,cnaSTAD7
GT3TKB,907041,digestive_system,stomach,STAD,Deletion,cnaSTAD16
GT3TKB,907041,digestive_system,stomach,STAD,Deletion,cnaSTAD17 (CDKN2A)
GT3TKB,907041,digestive_system,stomach,STAD,Deletion,cnaSTAD19 (NTRK2)
GT3TKB,907041,digestive_system,stomach,STAD,Deletion,cnaSTAD20
GT3TKB,907041,digestive_system,stomach,STAD,Deletion,cnaSTAD42
H2369,1290808,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2373,1290809,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2461,1290810,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2591,1240131,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2595,1240132,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2595,1240132,lung,mesothelioma,MESO,Deletion,cnaMESO3 (BAP1)
H2722,1290812,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2722,1290812,lung,mesothelioma,MESO,Deletion,cnaMESO3 (BAP1)
H2731,1240134,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2731,1240134,lung,mesothelioma,MESO,Deletion,cnaMESO3 (BAP1)
H2795,1290813,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2795,1290813,lung,mesothelioma,MESO,Deletion,cnaMESO3 (BAP1)
H2803,1240135,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2810,1240137,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2818,1290814,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2869,1240138,lung,mesothelioma,MESO,Deletion,cnaMESO1
H2869,1240138,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H2869,1240138,lung,mesothelioma,MESO,Deletion,cnaMESO3 (BAP1)
H2869,1240138,lung,mesothelioma,MESO,Deletion,cnaMESO4
H290,1240139,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD10 (AHR,HDAC9)"
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD11 (EGFR)
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD12
H3255,1247873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD13 (MET)
