Sample,COSMIC_ID,Tissue identifier 1,Tissue identifier 2,Cancer Type,Alteration Type,Region identifier
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA15
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA16
MDA-MB-453,908122,breast,breast,BRCA,Amplification,"cnaBRCA26 (CDK12,ERBB2,MED24)"
MDA-MB-453,908122,breast,breast,BRCA,Amplification,"cnaBRCA27 (CLTC,PPM1D)"
MDA-MB-453,908122,breast,breast,BRCA,Amplification,"cnaBRCA30 (CRNKL1,FOXA2)"
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA31
MDA-MB-453,908122,breast,breast,BRCA,Amplification,"cnaBRCA39 (FOXA1,NKX2-1,PSMA6)"
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA40
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA62
MDA-MB-453,908122,breast,breast,BRCA,Amplification,cnaBRCA64 (SDHC)
MDA-MB-468,908123,breast,breast,BRCA,Deletion,cnaBRCA33
MDA-MB-468,908123,breast,breast,BRCA,Amplification,cnaBRCA47 (EGFR)
MDST8,1240173,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD31
MDST8,1240173,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD32 (STK4)
MDST8,1240173,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD50
MDST8,1240173,large_intestine,large_intestine,COAD/READ,Amplification,cnaCOREAD51 (MET)
ME-180,687514,urogenital_system,cervix,CESC,Deletion,cnaCESC10
ME-180,687514,urogenital_system,cervix,CESC,Deletion,cnaCESC11 (FAS)
ME-180,687514,urogenital_system,cervix,CESC,Deletion,cnaCESC13
MEL-HO,908124,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
MEL-HO,908124,skin,melanoma,SKCM,Amplification,"cnaSKCM21 (FOXP1,MITF)"
MEL-JUSO,908125,skin,melanoma,SKCM,Deletion,cnaSKCM3
MEL-JUSO,908125,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
MEL-JUSO,908125,skin,melanoma,SKCM,Deletion,cnaSKCM26
Mewo,908128,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
Mewo,908128,skin,melanoma,SKCM,Deletion,cnaSKCM5 (PAX5)
Mewo,908128,skin,melanoma,SKCM,Deletion,cnaSKCM27 (CASP1)
Mewo,908128,skin,melanoma,SKCM,Deletion,cnaSKCM28
MFE-280,908129,urogenital_system,endometrium,UCEC,Amplification,cnaUCEC2 (ERBB3)
MFE-280,908129,urogenital_system,endometrium,UCEC,Amplification,cnaUCEC7 (MECOM)
MFE-280,908129,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC8 (SRGAP3)
MFE-280,908129,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC15 (CREBBP)
MFE-280,908129,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC44
MFE-280,908129,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC46 (RB1)
MFE-280,908129,urogenital_system,endometrium,UCEC,Deletion,cnaUCEC50
MFE-280,908129,urogenital_system,endometrium,UCEC,Amplification,"cnaUCEC52 (PIP5K1A,SETDB1)"
MFM-223,910948,breast,breast,BRCA,Amplification,cnaBRCA12 (TERT)
MFM-223,910948,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
MFM-223,910948,breast,breast,BRCA,Amplification,cnaBRCA15
MFM-223,910948,breast,breast,BRCA,Deletion,"cnaBRCA32 (PABPC3,SACS,ZMYM2)"
MFM-223,910948,breast,breast,BRCA,Deletion,"cnaBRCA36 (FAT1,IRF2)"
MFM-223,910948,breast,breast,BRCA,Amplification,"cnaBRCA37 (BLM,CRTC3,FANCI,IDH2,NR2F2,PCSK6)"
MFM-223,910948,breast,breast,BRCA,Amplification,cnaBRCA58 (CCND1)
MIA-PaCa-2,724870,pancreas,pancreas,PAAD,Deletion,cnaPAAD4 (CDKN2A)
MKN28,908139,digestive_system,stomach,STAD,Amplification,cnaSTAD2
MKN28,908139,digestive_system,stomach,STAD,Amplification,cnaSTAD10
MKN28,908139,digestive_system,stomach,STAD,Deletion,cnaSTAD13
MKN28,908139,digestive_system,stomach,STAD,Amplification,cnaSTAD26 (MYC)
MKN28,908139,digestive_system,stomach,STAD,Amplification,cnaSTAD28 (FOXA2)
MKN28,908139,digestive_system,stomach,STAD,Deletion,cnaSTAD41
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD5
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD6
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD7
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD11
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD12
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD13
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD14
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD16
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD17 (CDKN2A)
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD18 (PAX5)
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD19 (NTRK2)
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD20
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD23
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD27 (MAP2K4)
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD30
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD41
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD42
MKN45,925340,digestive_system,stomach,STAD,Amplification,cnaSTAD45 (MET)
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD47
MKN45,925340,digestive_system,stomach,STAD,Deletion,"cnaSTAD48 (FAT1,IRF2)"
MKN45,925340,digestive_system,stomach,STAD,Deletion,cnaSTAD51
MKN7,924250,digestive_system,stomach,STAD,Deletion,cnaSTAD13
MKN7,924250,digestive_system,stomach,STAD,Deletion,cnaSTAD17 (CDKN2A)
MKN7,924250,digestive_system,stomach,STAD,Amplification,cnaSTAD22 (ARID4B)
MKN7,924250,digestive_system,stomach,STAD,Amplification,cnaSTAD26 (MYC)
MKN7,924250,digestive_system,stomach,STAD,Amplification,cnaSTAD28 (FOXA2)
MKN7,924250,digestive_system,stomach,STAD,Amplification,cnaSTAD29 (STK4)
MKN7,924250,digestive_system,stomach,STAD,Deletion,cnaSTAD30
MKN7,924250,digestive_system,stomach,STAD,Amplification,cnaSTAD35 (IL7R)
MKN7,924250,digestive_system,stomach,STAD,Deletion,cnaSTAD41
MKN7,924250,digestive_system,stomach,STAD,Deletion,cnaSTAD47
MKN7,924250,digestive_system,stomach,STAD,Deletion,"cnaSTAD48 (FAT1,IRF2)"
ML-1,1240178,thyroid,thyroid,THCA,Deletion,cnaTHCA2
ML-1,1240178,thyroid,thyroid,THCA,Deletion,"cnaTHCA3 (FANCG,PAX5)"
ML-1,1240178,thyroid,thyroid,THCA,Deletion,cnaTHCA6
MMAC-SF,925339,skin,melanoma,SKCM,Amplification,"cnaSKCM13 (MDM2,NUP107)"
MMAC-SF,925339,skin,melanoma,SKCM,Amplification,"cnaSKCM21 (FOXP1,MITF)"
MOG-G-CCM,908144,nervous_system,glioma,LGG,Deletion,"cnaLGG1 (BNC2,CDKN2A,JAK2,PSIP1)"
MOG-G-CCM,908144,nervous_system,glioma,LGG,Deletion,cnaLGG9
MOG-G-UVW,908145,nervous_system,glioma,LGG,Amplification,cnaLGG16 (EGFR)
MRK-nu-1,908151,breast,breast,BRCA,Amplification,"cnaBRCA5 (GATA3,KLF6,LARP4B,VIM)"
MRK-nu-1,908151,breast,breast,BRCA,Amplification,"cnaBRCA13 (FGFR1,WHSC1L1)"
MRK-nu-1,908151,breast,breast,BRCA,Amplification,cnaBRCA14 (RAD21)
MRK-nu-1,908151,breast,breast,BRCA,Amplification,cnaBRCA15
MS751,1240179,urogenital_system,cervix,CESC,Deletion,cnaCESC5 (EXT2)
MS751,1240179,urogenital_system,cervix,CESC,Amplification,cnaCESC8 (EGFR)
MS751,1240179,urogenital_system,cervix,CESC,Deletion,cnaCESC15 (FAT1)
MSTO-211H,908152,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
MZ1-PC,753595,pancreas,pancreas,PAAD,Amplification,cnaPAAD2 (KRAS)
MZ2-MEL,971777,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
MZ7-mel,753596,skin,melanoma,SKCM,Deletion,"cnaSKCM4 (BNC2,CDKN2A,JAK2,PSIP1)"
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC3
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC4
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC5
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC12
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC13
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC14
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC15
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC16
NCC010,1509073,kidney,kidney,KIRC,Deletion,cnaKIRC22
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC5
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC7 (CDKN2A)
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC12
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC13
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC14
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC15
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC16
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC19
NCC021,1509074,kidney,kidney,KIRC,Deletion,cnaKIRC22
NCI-H1355,724866,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD18
NCI-H1355,724866,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1355,724866,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
NCI-H1395,684681,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD21 (FOXA2)
NCI-H1395,684681,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD22 (ASXL1)
NCI-H1395,684681,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD23 (ARFGAP1)
NCI-H1395,684681,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD2 (PAX5)
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD6 (SMARCA4)
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD7
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD9
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD14
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD25
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD31
NCI-H1435,1298347,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H1437,687794,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1437,687794,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
NCI-H1437,687794,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H1563,753600,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1563,753600,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
NCI-H1563,753600,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD10 (AHR,HDAC9)"
NCI-H1563,753600,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD11 (EGFR)
NCI-H1568,1298348,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD11 (EGFR)
NCI-H1568,1298348,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
NCI-H1568,1298348,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD2 (PAX5)
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD6 (SMARCA4)
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD7
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD8
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD11 (EGFR)
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD13 (MET)
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD21 (FOXA2)
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1573,908472,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD31
NCI-H1623,687798,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1623,687798,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1648,687799,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1648,687799,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD13 (MET)
NCI-H1648,687799,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD15
NCI-H1648,687799,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
NCI-H1648,687799,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
NCI-H1650,687800,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1650,687800,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD16
NCI-H1650,687800,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1650,687800,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
NCI-H1650,687800,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD31
NCI-H1651,910900,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1651,910900,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD5 (CUL2,EPC1)"
NCI-H1651,910900,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H1666,908473,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1666,908473,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD21 (FOXA2)
NCI-H1666,908473,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD23 (ARFGAP1)
NCI-H1693,687802,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD5 (CUL2,EPC1)"
NCI-H1693,687802,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD15
NCI-H1693,687802,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD18
NCI-H1693,687802,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD25
NCI-H1693,687802,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD32
NCI-H1734,722058,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1734,722058,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD35 (MECOM)
NCI-H1755,908475,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1755,908475,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD14
NCI-H1781,1298350,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD25
NCI-H1792,724868,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1792,724868,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD14
NCI-H1792,724868,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD19 (CDK4)
NCI-H1792,724868,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H1792,724868,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1792,724868,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD29 (TFDP1)
NCI-H1793,908463,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1793,908463,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD22 (ASXL1)
NCI-H1793,908463,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H1838,687807,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1838,687807,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD10 (AHR,HDAC9)"
NCI-H1838,687807,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD11 (EGFR)
NCI-H1838,687807,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD26
NCI-H1838,687807,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC6 (FGFR1,WHSC1L1)"
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC7 (MYC)
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC14 (CCT5,TERT,TRIO)"
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC25
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC37
NCI-H1869,1240183,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC48 (MCM3)
NCI-H1944,1240185,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1944,1240185,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD6 (SMARCA4)
NCI-H1944,1240185,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD7
NCI-H1975,924244,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H1975,924244,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H1975,924244,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H1975,924244,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD30 (CCND1)
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD5 (CUL2,EPC1)"
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD10 (AHR,HDAC9)"
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD13 (MET)
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD19 (CDK4)
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD23 (ARFGAP1)
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD24 (FUS,TAOK2)"
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD32
NCI-H1993,908476,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD33 (F8,HCFC1,RPL10)"
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD3 (TERT)
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD12
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD13 (MET)
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD17 (KRAS)
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD18
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD21 (FOXA2)
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD22 (ASXL1)
NCI-H2009,724873,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H2023,1240187,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H2030,722045,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H2030,722045,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD28
NCI-H2052,688058,lung,mesothelioma,MESO,Deletion,cnaMESO2 (CDKN2A)
NCI-H2085,687812,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD2 (PAX5)
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,"cnaLUAD5 (CUL2,EPC1)"
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD6 (SMARCA4)
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD19 (CDK4)
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H2087,724834,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,"cnaLUAD34 (FAT1,IRF2)"
NCI-H2122,722046,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Deletion,cnaLUAD1 (CDKN2A)
NCI-H2122,722046,lung_NSCLC,lung_NSCLC_adenocarcinoma,LUAD,Amplification,cnaLUAD27 (MYC)
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC1
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC2
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC6 (FGFR1,WHSC1L1)"
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC7 (MYC)
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Deletion,cnaLUSC10 (CDKN2A)
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC14 (CCT5,TERT,TRIO)"
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC18
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,"cnaLUSC19 (MDM2,NUP107)"
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC20 (TAOK1)
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC25
NCI-H2170,687815,lung_NSCLC,lung_NSCLC_squamous_cell_carcinoma,LUSC,Amplification,cnaLUSC30
